bloco,question,year,answer,percentage
Conhecimento e eficácia das leis (reconhecimento de ações/leis),As leis brasileiras protegem as mulheres contra abusos e violências domésticas?,2009,NS/NR,1
Conhecimento e eficácia das leis (reconhecimento de ações/leis),As leis brasileiras protegem as mulheres contra abusos e violências domésticas?,2011,Sim,19
Conhecimento e eficácia das leis (reconhecimento de ações/leis),As leis brasileiras protegem as mulheres contra abusos e violências domésticas?,2011,Em parte,48
Conhecimento e eficácia das leis (reconhecimento de ações/leis),As leis brasileiras protegem as mulheres contra abusos e violências domésticas?,2011,Não,31
Conhecimento e eficácia das leis (reconhecimento de ações/leis),As leis brasileiras protegem as mulheres contra abusos e violências domésticas?,2011,NS/NR,1
Conhecimento e eficácia das leis (reconhecimento de ações/leis),As leis brasileiras protegem as mulheres contra abusos e violências domésticas?,2013,Sim,20
Conhecimento e eficácia das leis (reconhecimento de ações/leis),As leis brasileiras protegem as mulheres contra abusos e violências domésticas?,2013,Em parte,49
Conhecimento e eficácia das leis (reconhecimento de ações/leis),As leis brasileiras protegem as mulheres contra abusos e violências domésticas?,2013,Não,30
Conhecimento e eficácia das leis (reconhecimento de ações/leis),As leis brasileiras protegem as mulheres contra abusos e violências domésticas?,2013,NS/NR,1
Conhecimento e eficácia das leis (reconhecimento de ações/leis),As leis brasileiras protegem as mulheres contra abusos e violências domésticas?,2015,Sim,14
Conhecimento e eficácia das leis (reconhecimento de ações/leis),As leis brasileiras protegem as mulheres contra abusos e violências domésticas?,2015,Em parte,52
Conhecimento e eficácia das leis (reconhecimento de ações/leis),As leis brasileiras protegem as mulheres contra abusos e violências domésticas?,2015,Não,33
Conhecimento e eficácia das leis (reconhecimento de ações/leis),As leis brasileiras protegem as mulheres contra abusos e violências domésticas?,2015,NS/NR,1
Conhecimento e eficácia das leis (reconhecimento de ações/leis),A senhora considera que a criação de uma legislação específica para proteger a mulher é:,2005,Muito importante,72
Conhecimento e eficácia das leis (reconhecimento de ações/leis),A senhora considera que a criação de uma legislação específica para proteger a mulher é:,2005,Importante,23
Conhecimento e eficácia das leis (reconhecimento de ações/leis),A senhora considera que a criação de uma legislação específica para proteger a mulher é:,2005,Indiferente,2
Conhecimento e eficácia das leis (reconhecimento de ações/leis),A senhora considera que a criação de uma legislação específica para proteger a mulher é:,2005,Pouco Importante,1
Conhecimento e eficácia das leis (reconhecimento de ações/leis),A senhora considera que a criação de uma legislação específica para proteger a mulher é:,2005,Sem importância,2
Conhecimento e eficácia das leis (reconhecimento de ações/leis),A senhora considera que a criação de uma legislação específica para proteger a mulher é:,2005,NS/NR,0
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"O senado aprovou, no ano passado, uma lei que estabelece a pena de prisão para quem praticar violência contra a mulher no ambiente doméstico. Na sua opinião ésta lei é:",2005,Muito importante,72
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"O senado aprovou, no ano passado, uma lei que estabelece a pena de prisão para quem praticar violência contra a mulher no ambiente doméstico. Na sua opinião ésta lei é:",2005,Importante,25
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"O senado aprovou, no ano passado, uma lei que estabelece a pena de prisão para quem praticar violência contra a mulher no ambiente doméstico. Na sua opinião ésta lei é:",2005,Indiferente,1
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"O senado aprovou, no ano passado, uma lei que estabelece a pena de prisão para quem praticar violência contra a mulher no ambiente doméstico. Na sua opinião ésta lei é:",2005,Pouco Importante,1
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"O senado aprovou, no ano passado, uma lei que estabelece a pena de prisão para quem praticar violência contra a mulher no ambiente doméstico. Na sua opinião ésta lei é:",2005,Sem importância,0
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"O senado aprovou, no ano passado, uma lei que estabelece a pena de prisão para quem praticar violência contra a mulher no ambiente doméstico. Na sua opinião ésta lei é:",2005,NS/NR,1
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Qual é o grau de importância desta discussão no senado federal?,2005,Muito importante,65
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Qual é o grau de importância desta discussão no senado federal?,2005,Importante,27
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Qual é o grau de importância desta discussão no senado federal?,2005,Indiferente,2
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Qual é o grau de importância desta discussão no senado federal?,2005,Pouco importante,4
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Qual é o grau de importância desta discussão no senado federal?,2005,Sem Importância,1
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Qual é o grau de importância desta discussão no senado federal?,2005,NS/NR,1
Conhecimento e eficácia das leis (reconhecimento de ações/leis),A senhora sabia que a violência doméstica é crime e que existe uma lei que estabelece pena de prisão de três meses à três anos ao agressor?,2007,Sim,85
Conhecimento e eficácia das leis (reconhecimento de ações/leis),A senhora sabia que a violência doméstica é crime e que existe uma lei que estabelece pena de prisão de três meses à três anos ao agressor?,2007,Não,15
Conhecimento e eficácia das leis (reconhecimento de ações/leis),A senhora sabia que a violência doméstica é crime e que existe uma lei que estabelece pena de prisão de três meses à três anos ao agressor?,2007,NS/NR,0
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Você lembra de ter visto ou ouvido alguma campanha veiculada na mídia contra a violência às mulheres?,2007,Sim,60
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Você lembra de ter visto ou ouvido alguma campanha veiculada na mídia contra a violência às mulheres?,2007,Não,40
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Você lembra de ter visto ou ouvido alguma campanha veiculada na mídia contra a violência às mulheres?,2007,NS/NR,0
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Você lembra de ter visto ou ouvido alguma campanha veiculada na mídia contra a violência às mulheres?,2009,Sim,66
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Você lembra de ter visto ou ouvido alguma campanha veiculada na mídia contra a violência às mulheres?,2009,Não,33
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Você lembra de ter visto ou ouvido alguma campanha veiculada na mídia contra a violência às mulheres?,2009,NS/NR,1
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Já ouviu falar da Lei Maria da Penha?,2009,Sim,83
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Já ouviu falar da Lei Maria da Penha?,2009,Não,17
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Já ouviu falar da Lei Maria da Penha?,2009,NS/NR,0
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Já ouviu falar da Lei Maria da Penha?,2011,Sim,98
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Já ouviu falar da Lei Maria da Penha?,2011,Não,2
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Já ouviu falar da Lei Maria da Penha?,2011,NS/NR,0
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Já ouviu falar da Lei Maria da Penha?,2013,Sim,99
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Já ouviu falar da Lei Maria da Penha?,2013,Não,1
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Já ouviu falar da Lei Maria da Penha?,2013,NS/NR,0
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Já ouviu falar da Lei Maria da Penha?,2015,Sim,100
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Já ouviu falar da Lei Maria da Penha?,2015,Não,0
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Já ouviu falar da Lei Maria da Penha?,2015,NS/NR,0
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Já ouviu falar da Lei Maria da Penha?,2017,Sim,100
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Já ouviu falar da Lei Maria da Penha?,2017,NS/NR,0
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"De acordo com a Lei Maria da Penha, em alguns casos, após denunciar a agressão, a mulher não pode mais retirar a queixa na delegacia. Para você, esta regra faz com que a mulher deixe de denunciar o agressor?",2009,Sim,62
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"De acordo com a Lei Maria da Penha, em alguns casos, após denunciar a agressão, a mulher não pode mais retirar a queixa na delegacia. Para você, esta regra faz com que a mulher deixe de denunciar o agressor?",2009,Não,35
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"De acordo com a Lei Maria da Penha, em alguns casos, após denunciar a agressão, a mulher não pode mais retirar a queixa na delegacia. Para você, esta regra faz com que a mulher deixe de denunciar o agressor?",2009,NS/NR,2
