bloco,question,year,answer,percentage,category_translated,question_translated,answer_translated,total_answers
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2013,Na família,31,General perception of violence against women,Where do you think women are less respected?,In the family,386
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2013,No trabalho,22,General perception of violence against women,Where do you think women are less respected?,At work,274
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2013,Outros,1,General perception of violence against women,Where do you think women are less respected?,Others,12
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2013,NS/NR,2,General perception of violence against women,Where do you think women are less respected?,NS/NR,24
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2015,Na rua,57,General perception of violence against women,Where do you think women are less respected?,In the street,628
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2015,Na família,23,General perception of violence against women,Where do you think women are less respected?,In the family,253
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2015,No trabalho,18,General perception of violence against women,Where do you think women are less respected?,At work,198
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2015,Outros,1,General perception of violence against women,Where do you think women are less respected?,Others,11
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2015,NS/NR,1,General perception of violence against women,Where do you think women are less respected?,NS/NR,11
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2017,Na rua,54,General perception of violence against women,Where do you think women are less respected?,In the street,602
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2017,Na família,27,General perception of violence against women,Where do you think women are less respected?,In the family,301
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2017,No trabalho,16,General perception of violence against women,Where do you think women are less respected?,At work,178
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2017,NS/NR,4,General perception of violence against women,Where do you think women are less respected?,NS/NR,44
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2019,Na rua,48,General perception of violence against women,Where do you think women are less respected?,In the street,1152
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2019,Na família,31,General perception of violence against women,Where do you think women are less respected?,In the family,744
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2019,No trabalho,16,General perception of violence against women,Where do you think women are less respected?,At work,384
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2019,Outros,2,General perception of violence against women,Where do you think women are less respected?,Others,48
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2019,Não são desrespeitadas,1,General perception of violence against women,Where do you think women are less respected?,Are not disrespected,24
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2019,NS/NR,3,General perception of violence against women,Where do you think women are less respected?,NS/NR,72
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2021,Na rua,47,General perception of violence against women,Where do you think women are less respected?,In the street,1410
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2021,Na família,29,General perception of violence against women,Where do you think women are less respected?,In the family,869
Percepção geral sobre violência contra as mulheres,Onde você acha que as mulheres são menos respeitadas?,2021,No trabalho,17,General perception of violence against women,Where do you think women are less respected?,At work,510
